task_id,learner_id,iteration,surv.graf,surv.harrell_c,algo,PCA,Tuning
Radiomics Tumor,"glmnet (PCA, untuned)",6,0.188931753577806,0.5,cv_glmnet,PCA,untuned
Radiomics Tumor,"glmnet (PCA, untuned)",7,0.192637404811705,0.5,cv_glmnet,PCA,untuned
Radiomics Tumor,"glmnet (PCA, untuned)",8,0.17197399949559,0.5,cv_glmnet,PCA,untuned
Radiomics Tumor,"glmnet (PCA, untuned)",9,0.188956238705396,0.5,cv_glmnet,PCA,untuned
Radiomics Tumor,"glmnet (PCA, untuned)",10,0.194551415641507,0.5,cv_glmnet,PCA,untuned
Radiomics Tumor,"RSF (no PCA, untuned)",1,0.160965748349935,0.637852609157562,rfsrc,no PCA,untuned
Radiomics Tumor,"RSF (no PCA, untuned)",2,0.169541867904937,0.614203453063965,rfsrc,no PCA,untuned
Radiomics Tumor,"RSF (no PCA, untuned)",3,0.168499300308824,0.726937294006348,rfsrc,no PCA,untuned
Radiomics Tumor,"RSF (no PCA, untuned)",4,0.183702373300186,0.589464128017426,rfsrc,no PCA,untuned
Radiomics Tumor,"RSF (no PCA, untuned)",5,0.166426672456505,0.54353803396225,rfsrc,no PCA,untuned
Radiomics Tumor,"RSF (no PCA, untuned)",6,0.163071627200538,0.660764217376709,rfsrc,no PCA,untuned
Radiomics Tumor,"RSF (no PCA, untuned)",7,0.179072070437289,0.602816879749298,rfsrc,no PCA,untuned
Radiomics Tumor,"RSF (no PCA, untuned)",8,0.149399161720087,0.669669687747955,rfsrc,no PCA,untuned
Radiomics Tumor,"RSF (no PCA, untuned)",9,0.165304173990541,0.635416686534882,rfsrc,no PCA,untuned
Radiomics Tumor,"RSF (no PCA, untuned)",10,0.181247415757838,0.643863201141357,rfsrc,no PCA,untuned
Radiomics Tumor,"RSF (PCA, untuned)",1,0.197284998912339,0.491355776786804,rfsrc,PCA,untuned
Radiomics Tumor,"RSF (PCA, untuned)",2,0.208639524756615,0.464491367340088,rfsrc,PCA,untuned
Radiomics Tumor,"RSF (PCA, untuned)",3,0.234472042411101,0.509225070476532,rfsrc,PCA,untuned
Radiomics Tumor,"RSF (PCA, untuned)",4,0.211552164537179,0.621253430843353,rfsrc,PCA,untuned
Radiomics Tumor,"RSF (PCA, untuned)",5,0.186344713156873,0.44912925362587,rfsrc,PCA,untuned
Radiomics Tumor,"RSF (PCA, untuned)",6,0.197842241575979,0.505125820636749,rfsrc,PCA,untuned
Radiomics Tumor,"RSF (PCA, untuned)",7,0.199558265403799,0.453521132469177,rfsrc,PCA,untuned
Radiomics Tumor,"RSF (PCA, untuned)",8,0.187724046061698,0.457457453012466,rfsrc,PCA,untuned
Radiomics Tumor,"RSF (PCA, untuned)",9,0.203588339654615,0.60321968793869,rfsrc,PCA,untuned
Radiomics Tumor,"RSF (PCA, untuned)",10,0.223830138521042,0.495975852012634,rfsrc,PCA,untuned
Radiomics Tumor,"xgboost (no PCA, untuned)",1,0.381748272679224,0.603275716304779,xgboost,no PCA,untuned
Radiomics Tumor,"xgboost (no PCA, untuned)",2,0.408284074198126,0.574856042861938,xgboost,no PCA,untuned
Radiomics Tumor,"xgboost (no PCA, untuned)",3,0.376341867720891,0.581180810928345,xgboost,no PCA,untuned
Radiomics Tumor,"xgboost (no PCA, untuned)",4,0.375132377921992,0.445958226919174,xgboost,no PCA,untuned
Radiomics Tumor,"xgboost (no PCA, untuned)",5,0.412446275312487,0.478460133075714,xgboost,no PCA,untuned
Radiomics Tumor,"xgboost (no PCA, untuned)",6,0.438459391765486,0.569431483745575,xgboost,no PCA,untuned
Radiomics Tumor,"xgboost (no PCA, untuned)",7,0.449211936975585,0.514553964138031,xgboost,no PCA,untuned
Radiomics Tumor,"xgboost (no PCA, untuned)",8,0.448826731381661,0.669669687747955,xgboost,no PCA,untuned
Radiomics Tumor,"xgboost (no PCA, untuned)",9,0.437113622887761,0.449810594320297,xgboost,no PCA,untuned
Radiomics Tumor,"xgboost (no PCA, untuned)",10,0.347130957073272,0.477867215871811,xgboost,no PCA,untuned
Radiomics Tumor,"xgboost (PCA, untuned)",1,0.369328998597053,0.57597815990448,xgboost,PCA,untuned
Radiomics Tumor,"xgboost (PCA, untuned)",2,0.408284074198126,0.538387715816498,xgboost,PCA,untuned
Radiomics Tumor,"xgboost (PCA, untuned)",3,0.376341867720891,0.566420674324036,xgboost,PCA,untuned
Radiomics Tumor,"xgboost (PCA, untuned)",4,0.375132377921992,0.474114447832108,xgboost,PCA,untuned
Radiomics Tumor,"xgboost (PCA, untuned)",5,0.412446275312487,0.561869859695435,xgboost,PCA,untuned
Radiomics Tumor,"xgboost (PCA, untuned)",6,0.438459391765486,0.534016788005829,xgboost,PCA,untuned
Radiomics Tumor,"xgboost (PCA, untuned)",7,0.449211936975585,0.541784048080444,xgboost,PCA,untuned
Radiomics Tumor,"xgboost (PCA, untuned)",8,0.448826731381661,0.60760760307312,xgboost,PCA,untuned
Radiomics Tumor,"xgboost (PCA, untuned)",9,0.437113622887761,0.489583343267441,xgboost,PCA,untuned
Radiomics Tumor,"xgboost (PCA, untuned)",10,0.347130957073272,0.557344079017639,xgboost,PCA,untuned
Clinical Data & Radiomics Liver,"glmnet (no PCA, untuned)",1,0.175502055859224,0.667424917221069,cv_glmnet,no PCA,untuned
Clinical Data & Radiomics Liver,"glmnet (no PCA, untuned)",2,0.179979064286449,0.574376225471497,cv_glmnet,no PCA,untuned
Clinical Data & Radiomics Liver,"glmnet (no PCA, untuned)",3,0.198278169913194,0.560885608196259,cv_glmnet,no PCA,untuned
Clinical Data & Radiomics Liver,"glmnet (no PCA, untuned)",4,0.194341020517362,0.500454127788544,cv_glmnet,no PCA,untuned
Clinical Data & Radiomics Liver,"glmnet (no PCA, untuned)",5,0.178969903356386,0.506874442100525,cv_glmnet,no PCA,untuned
Clinical Data & Radiomics Liver,"glmnet (no PCA, untuned)",6,0.214305774740626,0.65796834230423,cv_glmnet,no PCA,untuned
Clinical Data & Radiomics Liver,"glmnet (no PCA, untuned)",7,0.192637404811705,0.5,cv_glmnet,no PCA,untuned
